instancia,tipo,n,m,obj_value,obj_value_norm,n_buckets,tiempo,buckets
00035-00000006.soc,soc,15,42,32.66666666666667,0.15555555555555559,2,0.4264242999997805,"[[12, 14], [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15]]"
