instancia,tipo,n,m,obj_value,n_buckets,tiempo,buckets
00004-00000138.soc,soc,4,588,1.7482993198023336,1,0.010207199957221746,"[[1, 2, 3, 4]]"
00004-00000139.soc,soc,4,525,1.9428571427502626,2,0.012095700018107891,"[[1, 2], [3, 4]]"
00004-00000140.soc,soc,4,352,0.47159090909090895,1,0.0048726999666541815,"[[1, 2, 3, 4]]"
00004-00000141.soc,soc,4,378,2.100529100620262,1,0.006755399983376265,"[[1, 2, 3, 4]]"
00004-00000142.soc,soc,4,803,1.6849315067994433,2,0.013250200019683689,"[[1, 2, 4], [3]]"
00004-00000143.soc,soc,4,362,1.5580110497469113,2,0.00992959999712184,"[[1, 3, 4], [2]]"
00004-00000144.soc,soc,4,395,1.9696202532400058,1,0.009400899987667799,"[[1, 2, 3, 4]]"
00004-00000145.soc,soc,4,486,1.93004115220876,1,0.004657500016037375,"[[1, 2, 3, 4]]"
00004-00000146.soc,soc,4,449,1.1937639197839722,1,0.006661999970674515,"[[1, 2, 3, 4]]"
00004-00000147.soc,soc,4,400,1.5249999999813737,1,0.004913599987048656,"[[1, 2, 3, 4]]"
00004-00000148.soc,soc,4,485,1.4618556702730352,2,0.00958459998946637,"[[1, 3, 4], [2]]"
00004-00000149.soc,soc,4,430,1.1860465117524446,1,0.005754699988756329,"[[1, 2, 3, 4]]"
00004-00000150.soc,soc,4,408,1.367647058768746,2,0.007103399955667555,"[[1, 3, 4], [2]]"
00004-00000151.soc,soc,4,394,1.9898477157443142,1,0.005651200015563518,"[[1, 2, 3, 4]]"
00004-00000152.soc,soc,4,712,1.5646067416724447,2,0.009287799999583513,"[[1, 2, 4], [3]]"
00004-00000153.soc,soc,4,380,1.9421052633073965,3,0.004922299995087087,"[[1], [2], [3, 4]]"
00004-00000154.soc,soc,4,547,1.9104204752969418,2,0.010418299993034452,"[[1, 2, 4], [3]]"
00004-00000155.soc,soc,4,436,2.1467889906761637,1,0.009279999998398125,"[[1, 2, 3, 4]]"
00004-00000156.soc,soc,4,391,1.9156010231274705,2,0.013415599998552352,"[[1], [2, 3, 4]]"
00004-00000157.soc,soc,4,554,2.1010830325363643,1,0.005421800015028566,"[[1, 2, 3, 4]]"
00004-00000158.soc,soc,4,355,2.070422535157487,2,0.015541200002189726,"[[1, 3, 4], [2]]"
00004-00000159.soc,soc,4,443,2.0067720088196404,2,0.007655100023839623,"[[1, 2, 3], [4]]"
00004-00000160.soc,soc,4,350,2.2342857142857144,2,0.006014899990987033,"[[1, 2], [3, 4]]"
00004-00000161.soc,soc,4,447,0.5950782997762865,1,0.0046051000244915485,"[[1, 2, 3, 4]]"
00004-00000162.soc,soc,4,389,2.043701799524766,3,0.013816899969242513,"[[1, 4], [2], [3]]"
00004-00000163.soc,soc,4,532,1.5225563910177073,1,0.005842800019308925,"[[1, 2, 3, 4]]"
00004-00000164.soc,soc,4,512,1.69140625,2,0.006713500013574958,"[[1], [2, 3, 4]]"
00004-00000165.soc,soc,4,883,2.2797281993497673,2,0.010108100017532706,"[[1, 2, 3], [4]]"
00004-00000166.soc,soc,4,448,1.3660714284383824,1,0.004195299989078194,"[[1, 2, 3, 4]]"
00004-00000167.soc,soc,4,408,1.9950980393069924,2,0.009493099991232157,"[[1, 4], [2, 3]]"
00004-00000168.soc,soc,4,405,1.7901234569441942,3,0.00973849999718368,"[[1, 3], [2], [4]]"
00004-00000169.soc,soc,4,583,1.032590051387288,1,0.004587999952491373,"[[1, 2, 3, 4]]"
00004-00000170.soc,soc,4,473,1.7737843551462313,2,0.010436300013680011,"[[1], [2, 3, 4]]"
00004-00000171.soc,soc,4,384,2.1302083333333335,2,0.006180899974424392,"[[1, 2], [3, 4]]"
00004-00000172.soc,soc,4,446,1.9596412557515528,2,0.009079799987375736,"[[1, 2, 3], [4]]"
00004-00000173.soc,soc,4,358,2.055865921887866,1,0.005731299985200167,"[[1, 2, 3, 4]]"
00004-00000174.soc,soc,4,420,2.0428571427440536,2,0.010489400010555983,"[[1, 4], [2, 3]]"
00004-00000175.soc,soc,4,425,1.872941176515511,2,0.013210700009949505,"[[1, 4], [2, 3]]"
00004-00000176.soc,soc,4,388,1.9639175257755963,1,0.011943499965127558,"[[1, 2, 3, 4]]"
00004-00000177.soc,soc,4,903,2.032115171548724,2,0.009340499993413687,"[[1, 2, 4], [3]]"
00004-00000178.soc,soc,4,366,1.8524590161657013,3,0.009552399977110326,"[[1], [2], [3, 4]]"
00004-00000179.soc,soc,4,454,1.5770925110439864,2,0.01032970001688227,"[[1, 3], [2, 4]]"
00004-00000180.soc,soc,4,392,1.897959183678221,2,0.010681499959900975,"[[1, 4], [2, 3]]"
00004-00000181.soc,soc,4,731,1.8755129957584367,3,0.011287900037132204,"[[1, 2], [3], [4]]"
00004-00000182.soc,soc,4,578,1.3979238753414882,1,0.010077700018882751,"[[1, 2, 3, 4]]"
00004-00000183.soc,soc,4,440,2.4227272728119384,1,0.005780799954663962,"[[1, 2, 3, 4]]"
00004-00000184.soc,soc,4,412,1.7912621360760437,2,0.0052019000286236405,"[[1, 2], [3, 4]]"
