instancia,tipo,n,m,obj_value,n_buckets,tiempo,buckets
00006-00000001.toc,toc,30,9,33.22222222222223,13,3.0542616000166163,"[[30], [2, 21], [18], [4, 14, 17, 19, 23], [11], [3, 10], [5, 22, 24, 26, 28], [7, 27], [9, 29], [8, 25], [1, 12, 13, 15], [16, 20], [6]]"
00006-00000002.toc,toc,24,9,18.888888888888886,10,0.4376106000272557,"[[20], [21], [16], [15, 22, 23, 24], [13, 19], [7, 8, 14, 17], [12, 18], [3, 5], [6, 9], [1, 2, 4, 10, 11]]"
00006-00000003.soc,soc,14,9,5.6666666666667,11,0.08839869999792427,"[[10], [7], [5], [8], [2, 13], [1], [4, 11], [14], [6], [9], [3, 12]]"
00006-00000004.soc,soc,14,9,2.6666666666667,14,0.07580860005691648,"[[11], [14], [12], [13], [9], [10], [7], [8], [5], [6], [4], [3], [2], [1]]"
00006-00000005.toc,toc,23,7,10.428571428571416,12,0.3998622000217438,"[[9], [11], [6], [18, 23], [14, 15, 21], [10], [4, 7, 16], [13, 17], [1, 8], [3, 19, 20], [5, 22], [2, 12]]"
00006-00000006.toc,toc,23,7,12.285714285714278,13,0.4200100000016391,"[[21], [18, 23], [7, 12], [4, 10], [3], [16, 19, 22], [5, 6], [2], [13, 15, 20], [8], [17], [9], [1, 11, 14]]"
00006-00000007.soc,soc,23,9,12.111111111111114,11,0.3909560999600217,"[[20], [16], [14], [21, 23], [17, 18], [13, 15, 19, 22], [1, 10], [6], [4, 8, 11], [2, 3, 7, 9], [5, 12]]"
00006-00000008.soc,soc,23,9,11.333333333333343,17,0.36938360007479787,"[[21], [23], [22], [19, 20], [17], [16], [14], [9, 15, 18], [10], [11], [12, 13], [8], [5, 6, 7], [4], [3], [2], [1]]"
00006-00000009.toc,toc,30,9,33.11111111111121,12,3.784358899923973,"[[3], [12, 25, 26], [1, 8, 11, 27], [15, 18], [7, 23, 28], [14, 17, 20, 21, 22], [16], [10], [2, 4, 5, 6, 9, 24], [19, 29], [13], [30]]"
00006-00000010.toc,toc,24,9,19.22222222222257,10,0.5033420000690967,"[[23], [20, 21], [15, 17], [13, 14, 16, 18, 22, 24], [19], [10], [3, 7, 9, 12], [4, 5, 8], [11], [1, 2, 6]]"
00006-00000011.soc,soc,20,9,14.222222222222513,12,0.2848325999220833,"[[12], [8], [14], [17], [2, 10, 11, 13], [9, 16], [1], [6, 19], [5, 15, 20], [3], [4, 18], [7]]"
00006-00000012.soc,soc,20,9,5.666666666666657,14,0.24325519998092204,"[[20], [17, 18], [19], [13, 15, 16], [10], [7, 14], [9, 12], [6, 8], [5], [11], [2], [1], [4], [3]]"
00006-00000013.toc,toc,29,9,31.888888888888918,10,2.4285237999865785,"[[6, 11, 22], [10], [7], [21], [1, 2, 5, 14, 15, 16, 18, 20, 24, 26], [8, 13], [4, 23, 25], [17], [3, 12, 27, 28], [9, 19, 29]]"
00006-00000014.toc,toc,24,9,19.666666666666657,11,0.4999987999908626,"[[19], [20, 23, 24], [14, 21], [22], [7, 8, 12, 13, 18], [16, 17], [9, 11, 15], [2, 4, 10], [3, 5], [1], [6]]"
00006-00000015.toc,toc,24,9,16.555555555555543,12,0.49998830002732575,"[[3], [18], [22], [5, 12], [1, 10], [16, 19, 21], [9, 15], [2], [4, 13, 14, 24], [17, 23], [6], [7, 8, 11, 20]]"
00006-00000016.toc,toc,24,9,13.666666666666657,12,0.47070559998974204,"[[15], [6], [10, 17], [24], [22], [13], [4, 7, 9], [3, 21], [14], [1, 2, 12, 16], [5, 11], [8, 18, 19, 20, 23]]"
00006-00000017.toc,toc,24,9,14.222222222222229,11,0.5146880999673158,"[[20, 24], [16], [18, 23], [15, 19], [17], [6, 10, 21, 22], [11, 12, 13], [4, 5], [7, 9], [1, 8], [2, 3, 14]]"
00006-00000018.soc,soc,24,9,7.666666666666657,16,0.441349400090985,"[[22], [23], [20, 21], [24], [17, 19], [16], [15, 18], [10, 14], [13], [7, 11, 12], [9], [6, 8], [3, 5], [4], [1], [2]]"
00006-00000019.toc,toc,28,9,35.11111111111109,12,11.226670500007458,"[[17], [11], [1], [7], [2, 3, 26], [4, 23, 28], [6, 20, 21, 25], [8], [13, 27], [12, 15, 16, 18], [5, 9, 14, 22, 24], [10, 19]]"
00006-00000020.toc,toc,24,9,20.33333333333333,10,0.9854005000088364,"[[19, 23], [20, 21, 24], [14], [16], [8, 13, 15, 22], [4, 5, 7, 11, 18], [1, 9, 10, 12, 17], [3], [2], [6]]"
00006-00000021.soc,soc,18,7,12.857142857142847,8,0.23628509999252856,"[[15], [1, 3, 5, 7, 9, 18], [14], [4, 6, 10], [8], [11, 16], [2, 12, 17], [13]]"
00006-00000022.soc,soc,18,7,11.142857142857139,9,0.1945809000171721,"[[3, 10, 15], [1, 14], [4, 13], [7, 9, 11, 17], [6], [8], [16], [2, 12, 18], [5]]"
00006-00000023.toc,toc,20,7,18.42857142857143,8,0.2627764999633655,"[[2], [8, 15], [1, 12, 18], [11, 16], [6, 7, 14, 17], [3, 10, 19], [5, 20], [4, 9, 13]]"
00006-00000024.toc,toc,20,7,18.85714285714286,8,0.2987746000289917,"[[15], [1], [7, 8, 10, 11], [2, 3, 14, 17], [4, 5, 12, 18, 19], [16, 20], [9, 13], [6]]"
00006-00000025.toc,toc,30,9,43.66666666666643,11,17.439845900051296,"[[9, 23], [8, 11, 30], [24], [10], [12, 13, 20, 21, 22, 26], [25], [1, 3, 4, 6, 7, 17, 18], [16, 28], [2, 15, 19, 27, 29], [5], [14]]"
00006-00000026.toc,toc,23,9,15.222222222222229,8,0.40827879996504635,"[[21], [18, 23], [15, 16, 19, 20], [8, 13, 14, 17, 22], [3, 9, 10, 12], [7, 11], [2, 4, 6], [1, 5]]"
00006-00000027.toc,toc,30,9,58.111111111111114,8,86.52888849994633,"[[17], [18], [4, 8, 12, 20], [7, 10, 16, 21, 23, 26, 27], [3, 6], [2, 9, 13, 15, 19, 22, 28, 30], [1, 14, 24, 25, 29], [5, 11]]"
00006-00000028.soc,soc,24,9,29.77777777777777,9,0.8417658000253141,"[[24], [20], [19, 23], [14, 16], [13, 15, 21], [4, 9, 12, 18, 22], [6, 8], [2, 5, 11, 17], [1, 3, 7, 10]]"
00006-00000029.soc,soc,19,9,15.666666666666757,9,0.24904380005318671,"[[2, 4, 7, 9], [5, 10, 19], [13, 16], [1, 15], [11, 12, 17], [6, 8], [18], [3], [14]]"
00006-00000030.toc,toc,19,9,11.222222222222229,10,0.2116483999416232,"[[18], [14], [16, 17, 19], [15], [8, 12, 13], [9, 11], [7, 10], [5], [4, 6], [1, 2, 3]]"
00006-00000031.toc,toc,23,9,15.0,11,0.4159200999420136,"[[20], [23], [5], [16], [4], [1, 2, 10, 11, 15, 17], [8, 9, 22], [14], [7, 12, 13, 19], [3, 6], [18, 21]]"
00006-00000032.soc,soc,23,9,10.888888888888886,13,0.4027182999998331,"[[9, 12, 17], [5], [16], [4, 6, 14, 23], [22], [11, 13, 20, 21], [3], [19], [2], [1], [8, 15, 18], [7], [10]]"
00006-00000033.soc,soc,23,9,15.0,11,0.4380498999962583,"[[16, 22, 23], [14], [19], [15, 17, 18, 20, 21], [6], [3, 12], [7], [1, 8, 13], [2, 4, 5, 9], [10], [11]]"
00006-00000034.soc,soc,23,9,11.555555555555543,13,0.3958379999967292,"[[21], [22], [19], [20, 23], [18], [14, 15, 16, 17], [10, 13], [11, 12], [8, 9], [5], [6, 7], [1, 2, 3], [4]]"
00006-00000035.soc,soc,18,9,12.222222222222229,9,0.18590199993923306,"[[17], [5], [3, 4, 15], [9, 10, 12], [14, 16], [2, 7, 8, 13], [11, 18], [1], [6]]"
00006-00000036.soc,soc,18,9,21.888888888888886,7,0.3624739000806585,"[[6, 12], [1, 2, 8, 10, 11, 14, 17], [4, 5, 9, 15], [3, 16], [13], [18], [7]]"
00006-00000037.soc,soc,19,9,16.888888888888985,11,0.23910450004041195,"[[17], [18], [4, 15], [11, 12, 19], [8, 13, 14], [1, 16], [3, 5], [7, 9], [10], [6], [2]]"
