instancia,tipo,n,m,obj_value,obj_value_norm,n_buckets,tiempo,buckets
00006-00000040.toc,toc,24,9,25.22222222222223,0.04569243156199679,9,1.0152785999962362,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]"
