instancia,tipo,n,m,obj_value,obj_value_norm,n_buckets,tiempo,buckets
00068-00000301.soi,soi,15,15,31.976190476190474,0.1522675736961451,5,0.4791982000024291,"[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]"
