instancia,tipo,n,m,obj_value,n_buckets,tiempo,buckets
00068-00000001.soi,soi,10,23,15.633208962109215,4,0.9882717999862507,"[[1], [2, 4, 5, 7, 8, 10], [3], [6, 9]]"
00068-00000002.soi,soi,14,15,34.13672438672439,4,5.084502300014719,"[[1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 14], [4], [11], [13]]"
00068-00000003.soi,soi,9,15,12.285714285714285,4,0.052869000006467104,"[[1, 3, 8, 9], [2, 4, 6], [5], [7]]"
00068-00000004.soi,soi,17,15,29.77777777777778,3,2.6120758000179194,"[[1], [2], [3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]]"
00068-00000005.soi,soi,5,15,3.935803085803086,1,0.012112600030377507,"[[1, 2, 3, 4, 5]]"
00068-00000006.soi,soi,9,15,11.25,3,0.04467050003586337,"[[1, 2, 3, 5, 7, 8, 9], [4], [6]]"
00068-00000007.soi,soi,13,15,25.734343434343437,3,0.1641195000265725,"[[1, 13], [2, 4, 5, 6, 7, 8, 11, 12], [3, 9, 10]]"
00068-00000008.soi,soi,7,15,6.383333333333333,3,0.016150499985087663,"[[1, 3, 6, 7], [2], [4, 5]]"
00068-00000009.soi,soi,10,21,6.986466165413539,7,0.04901869996683672,"[[1], [2], [3], [4], [5, 6, 10], [7, 8], [9]]"
00068-00000010.soi,soi,7,15,4.966666666666667,2,0.020224999985657632,"[[1, 4, 5, 6], [2, 3, 7]]"
00068-00000011.soi,soi,5,15,2.6812742812742814,1,0.013692500011529773,"[[1, 2, 3, 4, 5]]"
00068-00000012.soi,soi,11,15,19.339316239316236,4,0.09794110001530498,"[[1, 2, 3, 6, 7, 10], [4, 5, 9], [8], [11]]"
00068-00000013.soi,soi,7,15,9.116522366522366,3,0.0456393999629654,"[[1], [2, 5, 7], [3, 4, 6]]"
00068-00000014.soi,soi,6,15,5.175824175824175,3,0.014136799960397184,"[[1, 5], [2, 4, 6], [3]]"
00068-00000015.soi,soi,7,15,5.219047619047619,3,0.018128500028979033,"[[1, 2, 5, 6, 7], [3], [4]]"
00068-00000016.soi,soi,10,21,12.06984126984127,3,0.051893799973186105,"[[1, 2, 8, 9, 10], [3, 6, 7], [4, 5]]"
00068-00000017.soi,soi,8,15,6.022222222222222,4,0.02995489997556433,"[[1, 2, 4, 7], [3], [5, 6], [8]]"
00068-00000018.soi,soi,7,15,6.6,4,0.020904399978462607,"[[1, 2, 5, 6], [3], [4], [7]]"
00068-00000019.soi,soi,7,15,7.095804195804195,4,0.02368179999757558,"[[1, 7], [2, 5], [3, 6], [4]]"
00068-00000020.soi,soi,11,15,21.216666666666665,4,0.07723870000336319,"[[1], [2, 5, 6, 10, 11], [3, 4, 9], [7, 8]]"
00068-00000021.soi,soi,5,15,2.2444444444444445,3,0.008441300014965236,"[[1, 2, 3], [4], [5]]"
00068-00000022.soi,soi,13,21,24.234140859140858,4,0.35393449995899573,"[[1, 2, 6, 8, 9, 12, 13], [3, 4, 7, 11], [5], [10]]"
00068-00000023.soi,soi,8,15,11.084920634920636,5,0.03410230000736192,"[[1, 4, 7, 8], [2], [3], [5], [6]]"
00068-00000024.soi,soi,7,15,7.73888888888889,2,0.04011760000139475,"[[1, 4], [2, 3, 5, 6, 7]]"
00068-00000025.soi,soi,13,15,22.696825396825396,3,2.3962024999782443,"[[1, 2, 4, 5, 6, 7, 8, 9, 10, 13], [3], [11, 12]]"
00068-00000026.soi,soi,5,15,3.857575757575757,2,0.012643000052776188,"[[1, 3], [2, 4, 5]]"
00068-00000027.soi,soi,7,21,5.529004329004328,3,0.06602889997884631,"[[1, 5, 7], [2], [3, 4, 6]]"
