instancia,tipo,n,m,obj_value,obj_value_norm,n_buckets,tiempo,buckets
00071-00000033.toi,toi,11,1302,15.380640297667247,0.13982400270606588,2,0.07841400000324938,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]"
