instancia,tipo,n,m,obj_value,n_buckets,tiempo,buckets
00006-00000001.toc,toc,30,9,33.22222222222223,13,3.377508399891667,"[[30], [2, 21], [18], [4, 14, 17, 19, 23], [11], [3, 10], [5, 22, 24, 26, 28], [7, 27], [9, 29], [8, 25], [1, 12, 13, 15], [16, 20], [6]]"
