instancia,tipo,n,m,metodo,tecnica,parametros,seed,obj_value,obj_value_ruido,n_buckets,n_buckets_ruido,tiempo,kendall_tau,perdida,buckets_original,buckets_ruido
00023-00000001.toi,toi,4,204,scores,logistic,b=0.0,0,2.384725760163594,1.9639077496492126,1,2,0.011658400064334273,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.05,0,2.384725760163594,2.0157310440693843,1,2,0.011934900074265897,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.1,0,2.384725760163594,2.067905949521877,1,2,0.012223599944263697,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.2,0,2.384725760163594,2.004414256280973,1,3,0.010004400042816997,0.0,0.7373977947413053,"[[1, 2, 3, 4]]","[[2, 3], [1], [4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.0,0,2.384725760163594,1.22168299896133,1,3,0.014592100051231682,0.0,0.8972151463394793,"[[1, 2, 3, 4]]","[[3], [2], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.05,0,2.384725760163594,1.2750855517070563,1,4,0.006355500081554055,0.0,1.2305484796728123,"[[1, 2, 3, 4]]","[[3], [2], [1], [4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.1,0,2.384725760163594,1.2491561162029665,1,4,0.005478299921378493,0.0,1.2305484796728123,"[[1, 2, 3, 4]]","[[3], [2], [1], [4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.2,0,2.384725760163594,1.2128022887265,1,3,0.011907699983567,0.0,0.7373977947413053,"[[1, 2, 3, 4]]","[[2, 3], [1], [4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.0,1,2.384725760163594,1.9639077496492126,1,2,0.010261999908834696,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.05,1,2.384725760163594,1.832387840952351,1,2,0.01251639996189624,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.1,1,2.384725760163594,1.70128581123639,1,2,0.012305699987336993,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.2,1,2.384725760163594,1.4469206885553552,1,2,0.009419100009836257,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.0,1,2.384725760163594,1.22168299896133,1,3,0.011555599980056286,0.0,0.8972151463394793,"[[1, 2, 3, 4]]","[[3], [2], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.05,1,2.384725760163594,1.2007005362313778,1,3,0.009506800095550716,0.0,0.8972151463394793,"[[1, 2, 3, 4]]","[[3], [2], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.1,1,2.384725760163594,1.145761717573012,1,2,0.008434000075794756,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.2,1,2.384725760163594,0.6971384484115595,1,2,0.009803500026464462,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.0,2,2.384725760163594,1.9639077496492126,1,2,0.009497400023974478,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.05,2,2.384725760163594,1.966190059634313,1,2,0.008645199937745929,0.0,0.40406446140797225,"[[1, 2, 3, 4]]","[[2, 3], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.1,2,2.384725760163594,1.9409546912140014,1,3,0.013503800029866397,0.0,0.8972151463394793,"[[1, 2, 3, 4]]","[[3], [2], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,logistic,b=0.2,2,2.384725760163594,1.848108672928566,1,3,0.013471000012941658,0.0,0.8972151463394793,"[[1, 2, 3, 4]]","[[3], [2], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.0,2,2.384725760163594,1.22168299896133,1,3,0.01384089991915971,0.0,0.8972151463394793,"[[1, 2, 3, 4]]","[[3], [2], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.05,2,2.384725760163594,1.1950770922941092,1,3,0.013386699953116477,0.0,0.8972151463394793,"[[1, 2, 3, 4]]","[[3], [2], [1, 4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.1,2,2.384725760163594,1.1489219099713708,1,4,0.005204099928960204,0.0,1.2305484796728123,"[[1, 2, 3, 4]]","[[3], [2], [1], [4]]"
00023-00000001.toi,toi,4,204,scores,probit,b=0.2,2,2.384725760163594,0.9914775761420236,1,4,0.005034100031480193,0.0,1.2305484796728123,"[[1, 2, 3, 4]]","[[3], [2], [1], [4]]"
