instancia,tipo,n,m,metodo,tecnica,parametros,seed,obj_value,obj_value_norm,obj_value_ruido,obj_value_ruido_norm,n_buckets,n_buckets_ruido,tiempo,kendall_tau,perdida,distancia_entrada,distancia_salida,sensibilidad,buckets_original,buckets_ruido
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.0,0,25.22222222222223,0.04569243156199679,25.22222222222223,0.04569243156199679,9,9,1.016619800007902,1.0,0.0,0.0,0.0,nan,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.05,0,25.22222222222223,0.04569243156199679,26.675070910397693,0.048324403823184224,9,9,1.3178445000085048,1.0,0.0,0.004791744595139849,0.0,0.0,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.1,0,25.22222222222223,0.04569243156199679,28.559440288412297,0.05173811646451503,9,10,2.4982703999994555,0.9940297973880049,0.004629629629629633,0.00930712931107526,0.005434782608695652,0.5839375845168919,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [16], [8, 9, 10], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.2,0,25.22222222222223,0.04569243156199679,29.850657977635777,0.05407727894499235,9,12,9.62128799999482,0.9685004997459834,0.014895330112721416,0.015997035675754664,0.028985507246376812,1.8119298996318212,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18], [17, 19], [7, 13, 14, 15], [4, 5, 12], [6], [3], [16], [8, 9, 10], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.3,0,25.22222222222223,0.04569243156199679,30.28344553142182,0.05486131436851779,9,14,2.473410500009777,0.9628967854027212,0.018719806763285027,0.02008028727559577,0.034420289855072464,1.7141333379679566,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18], [17, 19], [7, 13, 14, 15], [4, 5, 12], [6], [3], [16], [8], [9], [10], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.5,0,25.22222222222223,0.04569243156199679,30.199780461188766,0.05470974721229849,9,18,0.8412346999975853,0.9600295705649738,0.025563607085346222,0.025007793718418082,0.03804347826086957,1.521264878030835,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18], [17, 19], [14], [7], [13], [15], [12], [4], [5, 6], [3], [16], [8], [9], [10], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.6,0,25.22222222222223,0.04569243156199679,30.368020143983813,0.05501452924634749,9,19,0.9230411000025924,0.9564672964230811,0.028381642512077303,0.026418890890679753,0.041666666666666664,1.5771542733978334,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [24], [20, 22], [18], [17, 19], [14], [7], [13], [15], [12], [4], [5, 6], [3], [16], [8], [9], [10], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.7,0,25.22222222222223,0.04569243156199679,30.01377943167313,0.054372788825494796,9,21,1.0572642999904929,0.9511974640525434,0.03462157809983898,0.02760142745619562,0.04710144927536232,1.7064859906290673,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [24], [20, 22], [18], [17, 19], [14], [7], [13], [15], [4], [5], [12], [6], [3], [16], [8], [9], [10], [1, 11], [2]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=1.0,0,25.22222222222223,0.04569243156199679,29.20131167982379,0.052900926956202514,9,22,0.9685235000069952,0.9494601156359439,0.03643317230273753,0.029851946696161688,0.04891304347826087,1.6385210645090031,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [24], [20, 22], [18], [17, 19], [14], [7], [13], [15], [4], [5], [12], [6], [3], [16], [8], [9], [10], [1], [11], [2]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.0,1,25.22222222222223,0.04569243156199679,25.22222222222223,0.04569243156199679,9,9,1.3530511999997543,1.0,0.0,0.0,0.0,nan,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.05,1,25.22222222222223,0.04569243156199679,26.259979414036195,0.04757242647470325,9,9,1.4839800000045216,1.0,0.0,0.002989047104526667,0.0,0.0,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.1,1,25.22222222222223,0.04569243156199679,27.293129168665864,0.04944407458091642,9,9,2.5812129999976605,0.95774841756654,0.004227053140096622,0.005978094209053335,0.03804347826086957,6.363813772498906,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [17, 18, 19], [13, 14, 15], [3, 5, 7, 12], [6], [4, 8, 9, 10, 16], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.2,1,25.22222222222223,0.04569243156199679,27.909144087476776,0.05056004363673329,9,10,3.96011840000574,0.9539097311068808,0.007447665056360714,0.01136238925340861,0.041666666666666664,3.667069111733437,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [17, 18, 19], [13, 14, 15], [3, 5, 7, 12], [6], [4, 8, 9, 10, 16], [1, 2], [11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.3,1,25.22222222222223,0.04569243156199679,27.974713864189,0.05067882946411051,9,14,1.7418687000026694,0.9508401591160262,0.014291465378421908,0.01462812494291485,0.04528985507246377,3.0960806835601966,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [24], [20, 22], [19], [18], [17], [13, 14, 15], [5, 7, 12], [3], [6], [4, 8, 9, 10, 16], [1, 2], [11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.5,1,25.22222222222223,0.04569243156199679,27.519585716133406,0.04985432194951704,9,13,1.0228086000133771,0.9545471523524949,0.011070853462157816,0.019806490414310998,0.041666666666666664,2.1036875183379684,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [24], [20, 22], [19], [18], [17], [13, 14, 15], [5, 7, 12], [3], [6], [4, 8, 9, 10, 16], [1, 2, 11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.6,1,25.22222222222223,0.04569243156199679,27.128866419908462,0.04914649713751533,9,15,0.8993336999992607,0.9537695956652836,0.02093397745571659,0.021432844857881734,0.043478260869565216,2.028580954038702,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [24], [20, 22], [19], [18], [17], [13, 14, 15], [5, 7, 12], [3], [4, 6], [8, 10], [9, 16], [1, 2], [11]]"
00006-00000040.toc,toc,24,9,matriz,cerca_empate,b=0.7,1,25.22222222222223,0.04569243156199679,26.898179064371732,0.04872858526154299,9,16,0.9557313000113936,0.9579473691238687,0.02254428341384864,0.022681499508770454,0.03985507246376811,1.7571621509573034,"[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [24], [20, 22], [19], [18], [14, 17], [15], [13], [5, 7, 12], [3], [4, 6], [8, 10], [9, 16], [1, 2], [11]]"
