instancia,tipo,n,m,num_clientes,cliente_id,m_cliente,metodo_federado,tecnica,b,seed,kendall_tau_global,obj_local,obj_federado_en_cliente,perdida_local,obj_local_norm,obj_federado_en_cliente_norm,perdida_local_norm,distancia_entrada_local,distancia_entrada_global,distancia_salida_global,sensibilidad_global,n_buckets_local,n_buckets_federado,buckets_local,buckets_federado,tiempo
00006-00000040.toc,toc,24,9,2,1,5,matrices,todos,0.0,0,1.0,29.19999999999999,33.4,4.20000000000001,0.05289855072463766,0.06050724637681159,0.007608695652173931,0.0,0.0,0.0,nan,8,9,"[[23], [21], [20, 22, 24], [17, 18], [7, 13, 14, 15, 19], [3, 5, 6, 12], [4, 8, 9, 10], [1, 2, 11, 16]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]",0.9816046999912942
00006-00000040.toc,toc,24,9,2,2,4,matrices,todos,0.0,0,1.0,19.5,20.5,1.0,0.035326086956521736,0.03713768115942029,0.0018115942028985507,0.0,0.0,0.0,nan,9,9,"[[23], [21], [20, 22, 24], [18, 19], [13, 14, 17], [7, 12, 15], [3, 4, 5, 6], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]",0.9816046999912942
00006-00000040.toc,toc,24,9,2,1,5,matrices,todos,0.05,0,1.0,29.19999999999999,33.4,4.20000000000001,0.05289855072463766,0.06050724637681159,0.007608695652173931,0.03865394889468966,0.031002313469679542,0.0,0.0,8,9,"[[23], [21], [20, 22, 24], [17, 18], [7, 13, 14, 15, 19], [3, 5, 6, 12], [4, 8, 9, 10], [1, 2, 11, 16]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]",45.1968796000001
00006-00000040.toc,toc,24,9,2,2,4,matrices,todos,0.05,0,1.0,19.5,20.5,1.0,0.035326086956521736,0.03713768115942029,0.0018115942028985507,0.030263776244331728,0.031002313469679542,0.0,0.0,9,9,"[[23], [21], [20, 22, 24], [18, 19], [13, 14, 17], [7, 12, 15], [3, 4, 5, 6], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]",45.1968796000001
00006-00000040.toc,toc,24,9,2,1,5,matrices,todos,0.1,0,0.9939657947014091,29.19999999999999,32.8,3.6000000000000085,0.05289855072463766,0.05942028985507246,0.006521739130434798,0.07403301869005734,0.05981924346433396,0.005434782608695652,0.09085341595695762,8,9,"[[23], [21], [20, 22, 24], [17, 18], [7, 13, 14, 15, 19], [3, 5, 6, 12], [4, 8, 9, 10], [1, 2, 11, 16]]","[[23], [21], [20, 22, 24], [18], [14, 17, 19], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]",109.40250369999558
00006-00000040.toc,toc,24,9,2,2,4,matrices,todos,0.1,0,0.9939657947014091,19.5,22.5,3.0,0.035326086956521736,0.04076086956521739,0.005434782608695652,0.05937366758252691,0.05981924346433396,0.005434782608695652,0.09085341595695762,9,9,"[[23], [21], [20, 22, 24], [18, 19], [13, 14, 17], [7, 12, 15], [3, 4, 5, 6], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18], [14, 17, 19], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]",109.40250369999558
00006-00000040.toc,toc,24,9,2,1,5,matrices,todos,0.2,0,0.9677498028887276,29.19999999999999,38.199999999999996,9.000000000000007,0.05289855072463766,0.06920289855072463,0.01630434782608697,0.13988909767190263,0.11485662907899574,0.028985507246376812,0.25236251036447577,8,9,"[[23], [21], [20, 22, 24], [17, 18], [7, 13, 14, 15, 19], [3, 5, 6, 12], [4, 8, 9, 10], [1, 2, 11, 16]]","[[23], [21], [20, 22, 24], [18], [14, 17, 19], [7, 12, 13, 15], [3, 4, 5, 6], [1, 8, 9, 10, 16], [2, 11]]",223.42243930000404
00006-00000040.toc,toc,24,9,2,2,4,matrices,todos,0.2,0,0.9677498028887276,19.5,25.5,6.0,0.035326086956521736,0.04619565217391304,0.010869565217391304,0.11501010019976662,0.11485662907899574,0.028985507246376812,0.25236251036447577,9,9,"[[23], [21], [20, 22, 24], [18, 19], [13, 14, 17], [7, 12, 15], [3, 4, 5, 6], [8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18], [14, 17, 19], [7, 12, 13, 15], [3, 4, 5, 6], [1, 8, 9, 10, 16], [2, 11]]",223.42243930000404
00006-00000040.toc,toc,24,9,2,1,5,matrices,todos,0.0,1,1.0,21.799999999999926,27.2,5.400000000000073,0.03949275362318827,0.049275362318840575,0.009782608695652307,0.0,0.0,0.0,nan,10,9,"[[23], [21], [20, 22, 24], [18, 19], [17], [13, 14, 15], [7, 12], [3, 4, 6], [5, 8, 9, 10, 16], [1, 2, 11]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]",1.1538953999988735
00006-00000040.toc,toc,24,9,2,2,4,matrices,todos,0.0,1,1.0,22.75,33.75,11.0,0.04121376811594203,0.06114130434782609,0.019927536231884056,0.0,0.0,0.0,nan,9,9,"[[23], [21], [20, 22, 24], [17, 18, 19], [14], [5, 7, 13, 15], [3, 6, 12], [4, 8, 9, 10], [1, 2, 11, 16]]","[[23], [21], [20, 22, 24], [18, 19], [14, 17], [7, 13, 15], [3, 4, 5, 6, 12], [8, 9, 10, 16], [1, 2, 11]]",1.1538953999988735
