instancia,tipo,n,m,num_clientes,modo_federado,tecnica,parametros,seed,obj_value_central,obj_value_federado,perdida,n_buckets_central,n_buckets_federado,tiempo,kendall_tau,buckets_central,buckets_federado
00068-00000001.soi,soi,10,23,2,matrices,cerca_empate,b=0.0,0,9.260869565217392,9.260869565217392,0.0,3,3,0.0919304999988526,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,2,matrices,cerca_empate,b=0.0,1,9.260869565217392,9.260869565217392,0.0,3,3,0.0862204000586643,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,2,matrices,cerca_empate,b=0.0,2,9.260869565217392,9.260869565217392,0.0,3,3,0.0908503000391647,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,3,matrices,cerca_empate,b=0.0,0,9.260869565217392,9.260869565217392,0.0,3,3,0.094034899957478,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,3,matrices,cerca_empate,b=0.0,1,9.260869565217392,9.260869565217392,0.0,3,3,0.0928552999394014,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,3,matrices,cerca_empate,b=0.0,2,9.260869565217392,9.260869565217392,0.0,3,3,0.0950029999949038,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,5,matrices,cerca_empate,b=0.0,0,9.260869565217392,9.260869565217392,0.0,3,3,0.0893721999600529,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,5,matrices,cerca_empate,b=0.0,1,9.260869565217392,9.260869565217392,0.0,3,3,0.0893544000573456,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,5,matrices,cerca_empate,b=0.0,2,9.260869565217392,9.260869565217392,0.0,3,3,0.08817799994722,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000002.soi,soi,14,15,2,matrices,cerca_empate,b=0.0,0,17.466666666666654,17.466666666666654,0.0,3,3,0.2904195999726653,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
