instancia,tipo,n,m,num_clientes,modo_federado,tecnica,parametros,seed,obj_value_central,obj_value_federado,perdida,n_buckets_central,n_buckets_federado,tiempo,kendall_tau,buckets_central,buckets_federado
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.0,0,31.571428571428577,31.571428571428577,0.0,2,2,0.5632616999791935,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.0,1,31.571428571428577,31.571428571428577,0.0,2,2,0.5624762999359518,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.0,2,31.571428571428577,31.571428571428577,0.0,2,2,0.5752736000576988,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,3,matrices,cerca_empate,b=0.0,0,31.571428571428577,31.571428571428577,0.0,2,2,0.5971050999360159,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,3,matrices,cerca_empate,b=0.0,1,31.571428571428577,31.571428571428577,0.0,2,2,0.5813058000057936,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,3,matrices,cerca_empate,b=0.0,2,31.571428571428577,31.571428571428577,0.0,2,2,0.5743222000310197,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000003.soc,soc,15,42,2,matrices,cerca_empate,b=0.0,0,35.095238095238095,35.095238095238095,0.0,2,2,7.606654200004414,0.9999999999999999,"[[2, 3, 8, 9, 10], [1, 4, 5, 6, 7, 11, 12, 13, 14, 15]]","[[2, 3, 8, 9, 10], [1, 4, 5, 6, 7, 11, 12, 13, 14, 15]]"
00035-00000003.soc,soc,15,42,2,matrices,cerca_empate,b=0.0,1,35.095238095238095,35.095238095238095,0.0,2,2,7.303288899944164,0.9999999999999999,"[[2, 3, 8, 9, 10], [1, 4, 5, 6, 7, 11, 12, 13, 14, 15]]","[[2, 3, 8, 9, 10], [1, 4, 5, 6, 7, 11, 12, 13, 14, 15]]"
00035-00000003.soc,soc,15,42,2,matrices,cerca_empate,b=0.0,2,35.095238095238095,35.095238095238095,0.0,2,2,9.063210900058039,0.9999999999999999,"[[2, 3, 8, 9, 10], [1, 4, 5, 6, 7, 11, 12, 13, 14, 15]]","[[2, 3, 8, 9, 10], [1, 4, 5, 6, 7, 11, 12, 13, 14, 15]]"
00035-00000003.soc,soc,15,42,3,matrices,cerca_empate,b=0.0,0,35.095238095238095,35.095238095238095,0.0,2,2,8.957275200053118,0.9999999999999999,"[[2, 3, 8, 9, 10], [1, 4, 5, 6, 7, 11, 12, 13, 14, 15]]","[[2, 3, 8, 9, 10], [1, 4, 5, 6, 7, 11, 12, 13, 14, 15]]"
