instancia,tipo,n,m,num_clientes,cliente_id,m_cliente,metodo_federado,tecnica,b,seed,kendall_tau_global,obj_local,obj_federado_en_cliente,perdida_local,obj_local_norm,obj_federado_en_cliente_norm,perdida_local_norm,distancia_entrada_local,distancia_entrada_global,distancia_salida_global,sensibilidad_global,n_buckets_local,n_buckets_federado,buckets_local,buckets_federado,tiempo
00071-00000033.toi,toi,11,1302,2,1,651,matrices,todos,0.2,0,1.0,15.19589510486602,15.195895104866022,0.0,0.13814450095332745,0.13814450095332748,0.0,0.17218773690484226,0.13638155657346152,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.3478749999922002
00071-00000033.toi,toi,11,1302,2,2,651,matrices,todos,0.2,0,1.0,15.586191458013868,15.586191458013868,0.0,0.14169264961830788,0.14169264961830788,0.0,0.1969582707879327,0.13638155657346152,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.3478749999922002
00071-00000033.toi,toi,11,1302,2,1,651,matrices,todos,0.2,1,1.0,15.168492006449043,15.168492006449043,0.0,0.13789538187680947,0.13789538187680947,0.0,0.15801609907200095,0.12901166188380137,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.28329269999812823
00071-00000033.toi,toi,11,1302,2,2,651,matrices,todos,0.2,1,1.0,15.605620028768762,15.605620028768762,0.0,0.14186927298880692,0.14186927298880692,0.0,0.18318531055554538,0.12901166188380137,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.28329269999812823
00071-00000033.toi,toi,11,1302,2,1,651,matrices,todos,0.2,2,1.0,15.76497030105305,15.76497030105305,0.0,0.143317911827755,0.143317911827755,0.0,0.14033247092884707,0.11271779457998585,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.3579704000003403
00071-00000033.toi,toi,11,1302,2,2,651,matrices,todos,0.2,2,1.0,15.029383292670511,15.029383292670511,0.0,0.13663075720609555,0.13663075720609555,0.0,0.18865309151458728,0.11271779457998585,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.3579704000003403
00071-00000033.toi,toi,11,1302,8,1,163,matrices,todos,0.2,0,1.0,14.113199196511184,14.113199196511184,0.0,0.1283018108773744,0.1283018108773744,0.0,0.16944369708312912,0.06006201152728717,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.12083279999205843
00071-00000033.toi,toi,11,1302,8,2,163,matrices,todos,0.2,0,1.0,15.841575114878433,15.841575114878435,0.0,0.14401431922616756,0.1440143192261676,0.0,0.1935229916613736,0.06006201152728717,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.12083279999205843
00071-00000033.toi,toi,11,1302,8,3,163,matrices,todos,0.2,0,1.0,15.181426573332612,15.181426573332612,0.0,0.1380129688484783,0.1380129688484783,0.0,0.17952788668695202,0.06006201152728717,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.12083279999205843
00071-00000033.toi,toi,11,1302,8,4,163,matrices,todos,0.2,0,1.0,16.216155523322936,16.216155523322932,0.0,0.14741959566657215,0.14741959566657212,0.0,0.17233066987444992,0.06006201152728717,0.0,0.0,2,2,"[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]","[[3, 4, 9], [1, 2, 5, 6, 7, 8, 10, 11]]",0.12083279999205843
