instancia,tipo,n,m,num_clientes,modo_federado,tecnica,parametros,seed,obj_value_central,obj_value_federado,perdida,n_buckets_central,n_buckets_federado,tiempo,kendall_tau,buckets_central,buckets_federado
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.0,0,0.5783132529040484,0.5783132529040484,0.0,2,2,0.0153047000057995,1.0,"[[1, 2], [3]]","[[1, 2], [3]]"
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.1,0,0.5783132529040484,0.1385542168506386,0.9156626506024096,2,1,0.014454900054261,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.2,0,0.5783132529040484,0.1385542168506386,0.9156626506024096,2,1,0.0126868999795988,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.0,0,0.5783132529040484,0.5783132529040484,0.0,2,2,0.0076325999107211,1.0,"[[1, 2], [3]]","[[1, 2], [3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.1,0,0.5783132529040484,0.9668674698290244,0.9156626506024096,2,1,0.0163248999742791,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.2,0,0.5783132529040484,0.9668674698290244,0.9156626506024096,2,1,0.0151033999864012,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.0,1,0.5783132529040484,0.5783132529040484,0.0,2,2,0.0071434000274166,1.0,"[[1, 2], [3]]","[[1, 2], [3]]"
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.1,1,0.5783132529040484,0.1325301204398496,0.9156626506024096,2,1,0.0097977999830618,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.2,1,0.5783132529040484,0.1325301204398496,0.9156626506024096,2,1,0.009455700055696,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.0,1,0.5783132529040484,0.5783132529040484,0.0,2,2,0.0068911000853404,1.0,"[[1, 2], [3]]","[[1, 2], [3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.1,1,0.5783132529040484,0.9849397590193134,0.9156626506024096,2,1,0.0141589000122621,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.2,1,0.5783132529040484,0.9849397590193134,0.9156626506024096,2,1,0.0147249000146985,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.0,2,0.5783132529040484,0.5783132529040484,0.0,2,2,0.0072835999308153,1.0,"[[1, 2], [3]]","[[1, 2], [3]]"
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.1,2,0.5783132529040484,0.0903614457620936,0.9156626506024096,2,1,0.0091268999967724,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,local,b=0.2,2,0.5783132529040484,0.0903614457620936,0.9156626506024096,2,1,0.0094095999374985,0.0,"[[1, 2], [3]]","[[1, 2, 3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.0,2,0.5783132529040484,0.5783132529040484,0.0,2,2,0.0067874999949708,1.0,"[[1, 2], [3]]","[[1, 2], [3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.1,2,0.5783132529040484,1.0120481928257854,0.0,2,2,0.0146690999390557,1.0,"[[1, 2], [3]]","[[1, 2], [3]]"
00004-00000001.soc,soc,3,664,2,rankings,movimiento,b=0.2,2,0.5783132529040484,1.0120481928257854,0.0,2,2,0.0146381000522524,1.0,"[[1, 2], [3]]","[[1, 2], [3]]"
