instancia,tipo,n,m,num_clientes,modo_federado,tecnica,parametros,seed,obj_value_central,obj_value_federado,perdida,n_buckets_central,n_buckets_federado,tiempo,kendall_tau,buckets_central,buckets_federado
00068-00000001.soi,soi,10,23,2,rankings,movimiento,b=0.0,0,9.260869565217392,9.260869565217392,0.0,3,3,0.0905582000268623,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,2,rankings,movimiento,b=0.0,1,9.260869565217392,9.260869565217392,0.0,3,3,0.1370388999348506,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,2,rankings,movimiento,b=0.0,2,9.260869565217392,9.260869565217392,0.0,3,3,0.088950700010173,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,3,rankings,movimiento,b=0.0,0,9.260869565217392,9.260869565217392,0.0,3,3,0.0857456000521779,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,3,rankings,movimiento,b=0.0,1,9.260869565217392,9.260869565217392,0.0,3,3,0.0829847999848425,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,3,rankings,movimiento,b=0.0,2,9.260869565217392,9.260869565217392,0.0,3,3,0.0834895999869331,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,5,rankings,movimiento,b=0.0,0,9.260869565217392,9.260869565217392,0.0,3,3,0.0827823999570682,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,5,rankings,movimiento,b=0.0,1,9.260869565217392,9.260869565217392,0.0,3,3,0.0855777999386191,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000001.soi,soi,10,23,5,rankings,movimiento,b=0.0,2,9.260869565217392,9.260869565217392,0.0,3,3,0.090250700013712,1.0,"[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]","[[6, 9], [1, 5, 7, 8], [2, 3, 4, 10]]"
00068-00000002.soi,soi,14,15,2,rankings,movimiento,b=0.0,0,17.466666666666654,17.466666666666654,0.0,3,3,0.2223905000137165,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000002.soi,soi,14,15,2,rankings,movimiento,b=0.0,1,17.466666666666654,17.466666666666654,0.0,3,3,0.2497646999545395,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000002.soi,soi,14,15,2,rankings,movimiento,b=0.0,2,17.466666666666654,17.466666666666654,0.0,3,3,0.2663384999614209,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000002.soi,soi,14,15,3,rankings,movimiento,b=0.0,0,17.466666666666654,17.466666666666654,0.0,3,3,0.3088653000304475,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000002.soi,soi,14,15,3,rankings,movimiento,b=0.0,1,17.466666666666654,17.466666666666654,0.0,3,3,0.2722029999131337,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000002.soi,soi,14,15,3,rankings,movimiento,b=0.0,2,17.466666666666654,17.466666666666654,0.0,3,3,0.2684135999297723,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000002.soi,soi,14,15,5,rankings,movimiento,b=0.0,0,17.466666666666654,17.466666666666654,0.0,3,3,0.2370257000438869,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000002.soi,soi,14,15,5,rankings,movimiento,b=0.0,1,17.466666666666654,17.466666666666654,0.0,3,3,0.2268541000084951,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000002.soi,soi,14,15,5,rankings,movimiento,b=0.0,2,17.466666666666654,17.466666666666654,0.0,3,3,0.2716317999875173,1.0,"[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]","[[13], [4, 5], [1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14]]"
00068-00000003.soi,soi,9,15,2,rankings,movimiento,b=0.0,0,4.8,4.8,0.0,2,2,0.0325616000918671,1.0,"[[1, 9], [2, 3, 4, 5, 6, 7, 8]]","[[1, 9], [2, 3, 4, 5, 6, 7, 8]]"
00068-00000003.soi,soi,9,15,2,rankings,movimiento,b=0.0,1,4.8,4.8,0.0,2,2,0.0352592000272125,1.0,"[[1, 9], [2, 3, 4, 5, 6, 7, 8]]","[[1, 9], [2, 3, 4, 5, 6, 7, 8]]"
00068-00000003.soi,soi,9,15,2,rankings,movimiento,b=0.0,2,4.8,4.8,0.0,2,2,0.0346517999423667,1.0,"[[1, 9], [2, 3, 4, 5, 6, 7, 8]]","[[1, 9], [2, 3, 4, 5, 6, 7, 8]]"
00068-00000003.soi,soi,9,15,3,rankings,movimiento,b=0.0,0,4.8,4.8,0.0,2,2,0.0354176999535411,1.0,"[[1, 9], [2, 3, 4, 5, 6, 7, 8]]","[[1, 9], [2, 3, 4, 5, 6, 7, 8]]"
00068-00000003.soi,soi,9,15,3,rankings,movimiento,b=0.0,1,4.8,4.8,0.0,2,2,0.0341052999719977,1.0,"[[1, 9], [2, 3, 4, 5, 6, 7, 8]]","[[1, 9], [2, 3, 4, 5, 6, 7, 8]]"
00068-00000003.soi,soi,9,15,3,rankings,movimiento,b=0.0,2,4.8,4.8,0.0,2,2,0.0323687000200152,1.0,"[[1, 9], [2, 3, 4, 5, 6, 7, 8]]","[[1, 9], [2, 3, 4, 5, 6, 7, 8]]"
