instancia,tipo,n,m,num_clientes,cliente_id,m_cliente,metodo_federado,tecnica,b,seed,kendall_tau_global,obj_local,obj_federado_en_cliente,perdida_local,obj_local_norm,obj_federado_en_cliente_norm,perdida_local_norm,distancia_entrada_local,distancia_entrada_global,distancia_salida_global,sensibilidad_global,n_buckets_local,n_buckets_federado,buckets_local,buckets_federado,tiempo
00068-00000301.soi,soi,15,15,3,1,5,matrices,todos,0.0,0,0.9999999999999998,0.40000000000000036,3.6,3.1999999999999997,0.0181818181818182,0.16363636363636364,0.14545454545454545,0.0,0.0,0.0,0.0,15,5,"[[1], [2], [15], [3], [11], [6], [4], [5], [7], [8], [9], [10], [12], [13], [14]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.6022152000223286
00068-00000301.soi,soi,15,15,3,2,5,matrices,todos,0.0,0,0.9999999999999998,0.5,3.5,3.0,0.00641025641025641,0.04487179487179487,0.038461538461538464,0.0,0.0,0.0,0.0,14,5,"[[9], [7], [12], [8, 11], [15], [14], [13], [6], [5], [3], [2], [1], [10], [4]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.6022152000223286
00068-00000301.soi,soi,15,15,3,3,5,matrices,todos,0.0,0,0.9999999999999998,0.8000000000000007,7.0,6.199999999999999,0.03333333333333336,0.2916666666666667,0.2583333333333333,0.0,0.0,0.0,0.0,15,5,"[[1], [11], [15], [2], [3], [4], [5], [6], [7], [8], [9], [10], [12], [13], [14]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.6022152000223286
00068-00000301.soi,soi,15,15,3,1,5,matrices,todos,0.0,1,0.9999999999999998,1.0,3.0,2.0,0.03333333333333333,0.1,0.06666666666666667,0.0,0.0,0.0,0.0,15,5,"[[12], [10], [8], [7], [15], [13], [6], [5], [3], [11], [14], [9], [4], [2], [1]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.5788702000281774
00068-00000301.soi,soi,15,15,3,2,5,matrices,todos,0.0,1,0.9999999999999998,2.2666666666666657,6.2666666666666675,4.000000000000002,0.02982456140350876,0.0824561403508772,0.052631578947368446,0.0,0.0,0.0,0.0,13,5,"[[14], [13], [7], [12], [8, 11, 15], [6], [5], [3], [2], [1], [10], [4], [9]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.5788702000281774
00068-00000301.soi,soi,15,15,3,3,5,matrices,todos,0.0,1,0.9999999999999998,0.5999999999999996,0.5999999999999999,0.0,0.03333333333333331,0.033333333333333326,0.0,0.0,0.0,0.0,0.0,14,5,"[[1], [11, 15], [2], [3], [6], [4], [5], [7], [8], [9], [10], [12], [13], [14]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.5788702000281774
00068-00000301.soi,soi,15,15,3,1,5,matrices,todos,0.0,2,0.9999999999999998,0.5999999999999996,2.5999999999999996,2.0,0.024999999999999984,0.10833333333333332,0.08333333333333333,0.0,0.0,0.0,0.0,14,5,"[[14], [13], [12], [10], [8], [7], [11, 15], [6], [5], [3], [2], [4], [9], [1]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.5539878000272438
00068-00000301.soi,soi,15,15,3,2,5,matrices,todos,0.0,2,0.9999999999999998,0.5,3.5,3.0,0.016666666666666666,0.11666666666666667,0.1,0.0,0.0,0.0,0.0,15,5,"[[1], [2], [15], [3], [11], [6], [13], [4], [5], [7], [8], [9], [10], [12], [14]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.5539878000272438
00068-00000301.soi,soi,15,15,3,3,5,matrices,todos,0.0,2,0.9999999999999998,2.2666666666666657,4.266666666666667,2.000000000000001,0.032380952380952364,0.06095238095238095,0.028571428571428584,0.0,0.0,0.0,0.0,13,5,"[[14], [13], [9], [7], [12], [8, 11, 15], [6], [5], [3], [2], [1], [10], [4]]","[[7], [12], [8, 11, 15], [1, 2, 3, 5, 6, 9, 10, 13, 14], [4]]",0.5539878000272438
