instancia,tipo,n,m,num_clientes,modo_federado,tecnica,parametros,seed,obj_value_central,obj_value_federado,perdida,n_buckets_central,n_buckets_federado,tiempo,kendall_tau,buckets_central,buckets_federado
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.01,0,31.571428571428577,31.679251439769324,0.0,2,2,0.6155023999745026,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.05,0,31.571428571428577,32.16233101182051,0.0,2,2,0.49099760001990944,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.1,0,31.571428571428577,33.24682496751893,0.0,2,2,0.5928700999356806,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.01,1,31.571428571428577,31.69595432065426,0.0,2,2,1.1009501999942586,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.05,1,31.571428571428577,32.23286705484985,0.0,2,2,0.5927059000823647,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.1,1,31.571428571428577,33.44556363283319,0.0,2,2,0.6597253000363708,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.01,2,31.571428571428577,31.539779337933243,0.0,2,2,0.5360686000203714,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.05,2,31.571428571428577,32.061672205861434,0.0,2,2,0.32028250000439584,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,2,matrices,cerca_empate,b=0.1,2,31.571428571428577,33.499134889526076,0.0,2,2,0.27141929999925196,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,3,matrices,cerca_empate,b=0.01,0,31.571428571428577,31.65564123518748,0.0,2,2,0.35877609997987747,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,3,matrices,cerca_empate,b=0.05,0,31.571428571428577,31.992491890223096,0.0,2,2,0.3888629999710247,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
00035-00000002.soc,soc,15,42,3,matrices,cerca_empate,b=0.1,0,31.571428571428577,32.46528524804696,0.0,2,2,0.3676421999698505,1.0,"[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]","[[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1]]"
